ӄэтвэтръугъэт таӈымыԓьо эвыр эквырга чымӄык гэегтэтԓинэт ынӄэнат ыргынан нэпиринэт маравтомго ынӄо нымытваӈӈогьат	 ӄ э т в э т _  р ъ у _  г ъ э _ т _ т а ӈ _ ымыԓьо _ э в ы р _ э к _ вырга _ ч ы м ӄ ы _ к _ г э _  е г т _ эт _  ԓ и н э _ т _ ы н ӄ э н а _ т _ ы р г ы _ нан _ н э _  п и р и _ нэ _ т _ м а р а в _  т о м г о _ ы н ӄ о _ н ы _  м ы т в а _  ӈ ӈ о _  г ь а _  т _ 
рымагтэты таӈӄонпы ытри	 р ы _  м а г т _ эты _ т а ӈ _  ӄ о н п ы _ ы т р и _ 
нотагты ӄытыԓьэтыԓьыт пэниннэт рачвыӈыԓьыт с ӈаԓвыԓьиӈын	 н о т а _ гты _ ӄ ы т ы _  ԓ ь _  э т ы _  ԓ ь ы _ т _ п э н и н _  н э _  т _ р а ч в ы ӈ ы _ ԓьы _ т _ с _ ӈ а ԓ в ы _ ԓь _  и ӈ ы _ н _ 
ыргин аръаԓя ныԓгинымкыӄин рыпэт	 ы р г и н _ а р ъ а ԓ я _ н ы _  ԓ г и _ ны _  м к ы _ ӄин _ р ы п э т _ 
ынанчинит ԓейвэ	 ы н а н _  ч и н и т _ ԓ е й в э _ 
итыԓьын энмэн ганымытваԓенат тэӈыннэнчеэкэй	 и т ы _  ԓ ь ы _ н _ э н м э н _ г а _  н ы _ мытва _ ԓена _ т _ т э ӈ _  ы н н э н _  ч е э _ кэй _ 
чавчывамкиӈын ԓыгэн	 ч а в ч ы в а _  м к и ӈ ы _  н _ ԓ ы г э н _ 
ӄун	 ӄ у н _ 
ныԓгинымкыӄин рагэнэвчыӈын	 ны _  ԓ г и _ ны _  м к ы _ ӄин _ р а г э _  н _  э в ч ы _  ӈ ы _  н _ 
ӈаԓвыԓьиӈын ыргин аръаԓя ныԓгинымкыӄин	 ӈ а ԓ в ы _ ԓь _ иӈы _ н _ ы р г и н _ а р ъ а ԓ я _ н ы _  ԓ г и _ ны _  м к ы _ ӄин _ 
рыпэт ынанчинит ԓейвэ итыԓьын	 р ы п э т _ ы н а н _  ч и н и т _ ԓ е й в э _ и т ы _  ԓ ь ы _  н _ 
аны отчой ганымытваԓенат ынӄэнат	 а н ы _ о т ч о _ й _ г а _  н ы _ мытва _ ԓена _ т _ ы н ӄ э н а _ т _ 
рамкиӈын ынраӄ ӄоԓ гатваԓен ынин нынны мотԓынто ынӄэн оравэтԓьан энмэч рэтинэнъэӄэӈгъэ ӄоԓ итык вуԓӄытвик гараеквэԓен мотԓынто ԓыгэн	 р а _  м к и ӈ ы _ н _ ы н р а _ ӄ _ ӄ о ԓ _ г а _  т в а _ ԓен _ ы н _  и н _ н ы н н ы _ м о т ԓ ы н т о _ ы н ӄ э н _ о р а в э т ԓ ь а _ н _ э н м э ч _ р э т и _  н э _  н ъ э ӄ _  э ӈ _  г ъ э _ ӄ о ԓ _ и т ы _ к _ в у ԓ ӄ ы _ тви _ к _ г а _  р а _  е к в э _  ԓ е н _ м о т ԓ ы н т о _ ԓ ы г э н _ 
танъямгарайпы ныпаԓёмтэԓгэԓеӄэн ԓюур	 т а н ъ я м г а _  р а _  й п ы _ н ы _  п а ԓ ё _ мтэ _ ԓгэ _  ԓ е _  ӄ э н _ ԓ ю у р _ 
ӄоԓераӄайык паԓёмтэԓгъэ тэкэм ынраӄ	 ӄ о ԓ е р а _  ӄ а й _  ы к _ п а ԓ ё м _ тэԓ _ гъ _ э _ т э к _ эм _ ы н р а _  ӄ _ 
ӈъочьыраӄайык эвын ынкы ыргин	 ӈ ъ о ч ь ы _  р а _  ӄ а й _ ык _ э в ы н _ ы н _ кы _ ы р г и н _ 
ытԓыгын нэмыӄэй нытваӄэн ныпавӄэнат	 ы т ԓ ы г ы _ н _ н э м ы ӄ э й _ н ы _  т в а _ ӄэн _ н ы _  п а в _ ӄэна _ т _ 
ӈирэӄ ӈъочьыӈэнӄайӄагтэ ӈан ӄаамотԓя	 ӈ и р э ӄ _ ӈ ъ о _ чьы _  ӈ э н _  ӄ а й _  ӄ а г _ тэ _ ӈ а н _ ӄ а а м о т ԓ я _ 
вуԓӄытвик наӄам ынӄэн ыргин ытԓыгын	 в у ԓ ӄ ы _ тви _ к _ н а ӄ а м _ ы н ӄ э н _ ы р г и н _ ы т ԓ ы г ы _ н _ 
ӈъочьо гитԓин тъарӄааԓьо ԓюур вай мотԓынто	 ӈ ъ о _  ч ь о _ г _  и т _ ԓин _ т ъ а р _  ӄ а а _  ԓ ь о _ ԓ ю у р _ в а й _ м о т ԓ ы н т о _ 
рагтыгъэ ынкъам	 р а _  г т ы _  г ъ э _ ы н к ъ а м _ 
яраԓьыт ивнинэт тав эӄыԓпэ мынынръэйвэвын мургин яраӈы ынкъам мынгынтэв нотаӄаԓеты эӄыԓпэ	 я р а _  ԓ ь ы _  т _ и в _ ни _  н э _ т _ т а в _ э ӄ ы ԓ п э _ м ы н ы _  н _  р ъ э й в _  э в ы _  н _ м у р г _ ин _ я р а _ ӈы _ ы н к ъ а м _ м ы н _  г ы н т э в _ н о т а _  ӄ а ԓ _  е т ы _ э ӄ ы ԓ п э _ 
нэнръэйвэвын яраӈы ынраӄ нэчвиркын чымӄык ӈэԓвыԓ	 н э _  н _  р ъ э й в _ эвы _ н _ я р а _ ӈы _ ы н р а _  ӄ _ н э _  ч в и _  р к ы н _ ч ы м ӄ ы _ к _ ӈ э ԓ в ы ԓ _ 
ԓыгэӄыԓпэ нэчвигъэн ӈэԓвыԓ мачамчымӈы ынӄо гэмгутыԓеԓинэт ԓыгэн	 ԓ ы г _  э ӄ ы ԓ п э _ н э _  ч в и _  г ъ э _ н _ ӈ э ԓ в ы ԓ _ м а ч а _  м ч ы _  м ӈ ы _ ы н ӄ о _ г э _  м г у _  т ы ԓ е _  ԓ и н э _ т _ ԓ ы г э н _ 
нотаӄаԓеты киткитым анымкычаӈэты ӄэйыӄын	 н о т а _  ӄ а ԓ _  е т ы _ к и т к и _ тым _ а н ы _  м к ы _  ч а ӈ _  э т ы _ ӄ э й ы ӄ ы _ н _ 
ынкы гатчытваԓен мотԓынто эчги	 ы н _ кы _ г а _  т ч ы _  т в а _  ԓ е н _ м о т ԓ ы н т о _ э ч г и _ 
эмгынунныкитэ нъэԓгъи	 э м _  г ы н у н _ ны _ кит _ э _ н _  ъ э ԓ _ гъ _ и _ 
тумгэӄэй мотԓынтоӄай гаваӈэйпаратԓен гамгарайпы	 т у м г э _ ӄэй _ м о т ԓ ы н т о _  ӄ а й _ г а _  в а ӈ э й _  п а р а _  т _  ԓ е н _ г а _  м г а р а _  й п ы _ 
нивӄин ик энмэн рэмкын	 н _  и в _ ӄин _ и _ к _ э н м э н _ р э м к ы _ н _ 
вай ӄорачетыркын нивӄинэт	 в а й _ ӄ о р а _  ч е т ы _  р к ы н _ н _ ив _  ӄ и н э _ т _ 
энараԓьыт мургинэт ӄутти	 э н а р а _  ԓ ь ы _ т _ м у р г _  и н э _ т _ ӄ у т _ ти _ 
ик амын	 и _ к _ а м _  ы н _ 
ивкэ мыниткэчитыркын ӈэԓвыԓ ӄытԓыгиым ынӄэн	 и в _  к _ э _ м ы н _  и т _  к э _  ч и т ы _  р к ы н _ ӈ э ԓ в ы ԓ _ ӄ ы т ԓ ы г и _  ы м _ ы н ӄ э н _ 
гъыръунтэтԓин мотԓынто аны	 г _  ъ ы р ъ у н т _ эт _ ԓин _ м о т ԓ ы н т о _ а н ы _ 
ынкы турӄуԓиԓьыръук мотԓынто	 ы н _ кы _ т у р ӄ у ԓ и _  ԓ ь ы _  р ъ у _  к _ м о т ԓ ы н т о _ 
гэԓӄутръуԓинэт гамгараеквэйӈын ԓыгэн ӈытоԓьын гапойгыма нынторъоӄэнат	 г э _  ԓ ӄ у т _  р ъ у _  ԓ и н э _ т _ г а _  м г а р а _  е к в э _  й ӈ ы _ н _ ԓ ы г э н _ ӈ ы т о _  ԓ ь ы _ н _ г а _  п о _ йгым _ а _ н ы _  н т о _  р ъ о _ ӄэна _ т _ 
чиӈивэӄ гатэӈорма ынкы нымэйыӈӄин майӈымарав гатваԓен ԓыгэӄыԓпэ	 ч и ӈ и _  в э ӄ _ г а _  т э ӈ _  о р м _  а _ ы н _ кы _ н ы _  м э й ы ӈ _  ӄ и н _ м а й ӈ ы _  м а р а в _ г а _  т в а _  ԓ е н _ ԓ ы г _  э ӄ ы ԓ п э _ 
нэчвиткуйвын ӈаԓвыԓьиӈын ԓыгэн ӄун тымӈэнӈэн	 н э _  ч в и _  т к у _  й в ы _ н _ ӈ а ԓ в ы _  ԓ ь _ иӈы _ н _ ԓ ы г э н _ ӄ у н _ т ы м ӈ э н _  ӈ э н _ 
нытымӈэчвэткойвыӄэн чымӄыкым ԓыгэн оравэтԓьат нынмыткойвыӄэнат ынкы	 ны _  т ы м ӈ э ч в э _  т к о _  й в ы _  ӄ э н _ ч ы м ӄ ы _  к ы м _ ԓ ы г э н _ о р а в э т ԓ ь а _  т _ н ы _  н м ы _  т к о _  й в ы _ ӄэна _ т _ ы н _ кы _ 
 ԓыгэн ӄаачыко	 _ ԓ ы г э н _ ӄ а а _  ч ы к о _ 
ԓымӈэ ярак ӄача ӄынвэр тэӈуйӈэ	 ԓ ы м _ ӈэ _ я р а _ к _ ӄ а ч а _ ӄ ы н в э р _ т э ӈ _  у й ӈ э _ 
нъэԓгъи арака эвыр	 н _  ъ э ԓ _ гъ _ и _ а р а _  к _  а _ э в ы р _ 
ӈэԓвыԓ тэӈыннэн ԓёӈпэԓята итгъи ӄораӈы вачаӄым ӄытԓыги ынкы ӄоԓ гапэԓятԓен	 ӈ э ԓ в ы ԓ _ т э ӈ _  ы н н э н _ ԓ ё ӈ _  п э ԓ я _ та _ и т _ гъ _ и _ ӄ о р а _ ӈы _ в а ч а _ ӄым _ ӄ ы т ԓ ы г и _ ы н _ кы _ ӄ о ԓ _ г а _  п э ԓ я _  т _ ԓен _ 
яраӈы раԓӄаӈынвык аны ӄынур пырӄаквыԓгын гэтэйкыԓин гаԓгэнъомравԓен аӄанчемавкы ваԓьын	 я р а _  ӈ ы _ р а ԓ _ ӄа _ ӈынвы _ к _ а н ы _ ӄ ы н у р _ п ы р ӄ а к _  в ы _  ԓ г ы _ н _ г э _  т э й к ы _ ԓин _ г а _ ԓгэ _  н ъ о м р а в _  ԓ е н _ а _  ӄ а н _  ч е м а в _ кы _ в а _ ԓьы _ н _ 
ӄытԓыги ынкы ӈирэӄ оравэтԓьат	 ӄ ы т ԓ ы г и _ ы н _ кы _ ӈ и р э ӄ _ о р а в э т ԓ ь а _  т _ 
гэтуйвынԓинэт гэӈээккэтэ ԓюур	 г э _  т у й в ы _  н _  ԓ и н э _ т _ г э _  ӈ э _  э к к э _  т э _ ԓ ю у р _ 
пыкиргъи этратчыӈын рыркаӈэԓгиӈа	 п ы к и р _ гъ _ и _ э т р а _  т ч ы _  ӈ ы _ н _ р ы р к а _  ӈ э ԓ г и _  ӈ а _ 
нъэԓгынтакаӈатын ынӄэн яраӈы натаӈыԓвавын	 н ъ _  э ԓ г ы н т а к а ӈ _  а т ы _  н _ ы н ӄ э н _ я р а _  ӈ ы _ н а т а _  ӈ ы ԓ в а _ вы _ н _ 
рыпирӄык ымы ынраӄ намгон	 р ы _  п и р ӄ ы _  к _ ы м ы _ ы н р а _ ӄ _ н а м г о _  н _ 
ивкы ынкы рыйигрывъэтэ	 и в _  к ы _ ы н _ кы _ р ы й _  и г р ы _  в ъ э т _  э _ 
мытрэнтыгыт ынпыначгыӄай ночыткоӄэн ынӄо высӄу нытчыӄин ынӄо нэмэ иквъэт ынпыначгыӄай	 м ы т _  р э _  н т ы _  г ы т _ ы н п ы н а ч г ы _  ӄ а й _ н о ч ы _ тко _ ӄэн _ ы н ӄ о _ в ы с ӄ у _ н ы _  т ч ы _  ӄ и н _ ы н ӄ о _ н э м э _ и к _  в ъ э _ т _ ы н п ы н а ч г ы _  ӄ а й _ 
нивӄин гымнин йъэԓгытомгыт таӈатӄэԓгычайвыркыт ытръэч тэӈӄырым	 н _  и в _ ӄин _ г ы м _  н и н _ й ъ э _  ԓ г ы т о м г ы _  т _ т а ӈ _  а т ӄ _  э ԓ г ы _  ч а й в ы _  р к ы _ т _ ы т р ъ э ч _ т э ӈ _  ӄ ы р ы м _ 
ӄыԓьугыткы ынӄо ытри	 ӄ ы _  ԓ ь у _ гы _  т к ы _ ы н ӄ о _ ы т р и _ 
иквъэт ынин варкыт эвыӈан йъэԓгытомгыт ынраӄым	 и к _  в ъ э _ т _ ы н _  и н _ в а р к ы _ т _ э в ы _  ӈ а н _ й ъ э _  ԓ г ы т о м г ы _  т _ ы н р а _  ӄ ы м _ 
ръэмиӈкы кытъаткэ ынӄо эквэтгъэт ӄырэрынво ынӄэн ынӄэнат	 р ъ э _  м и ӈ _ кы _ к ы т ъ а т _ к _ э _ ы н ӄ о _ э к в э т _  г ъ э _ т _ ӄ ы р э _  р ы н в о _ ы н ӄ э н _ ы н ӄ э н а _  т _ 
ынӄэнатым гэӈээккэтэ нымытваӈӈогъат ынкы ӄынвэр ӄоԓ	 ы н ӄ э н а _  т ы м _ г э _  ӈ э _  э к к э _  т э _ н ы _  м ы т в а _  ӈ ӈ о _ гъа _ т _ ы н _ кы _ ӄ ы н в э р _ ӄ о ԓ _ 
итык вуԓӄытвик иквъи ынпыначгыӄай ӈааккагты ынӄо ынпыначгыӄая ԓёнтатԓыӈа	 и т ы _ к _ в у ԓ ӄ ы _ тви _ к _ и к _ въ _ и _ ы н п ы н а ч г ы _  ӄ а й _ ӈ а _ акка _ гты _ ы н ӄ о _ ы н п ы н а ч г ы _  ӄ а я _ ԓ ё н т а _  т ԓ ы _  ӈ а _ 
рыннин ытръэч ивнин гэквэтԓинэт ԓыгэн ынӈин высӄумчыку наӄам ԓыгэн ныԓгитымгыпиӈэтӄин ныпыӈкытԓетӄин аны котчой	 р ы н _ нин _ ы т р ъ э ч _ и в _ ни _ н _ г _  э к в э т _  ԓ и н э _ т _ ԓ ы г э н _ ы н ӈ и н _ в ы с ӄ у м _ чыку _ н а ӄ а м _ ԓ ы г э н _ н ы _ ԓги _  т ы м г ы _  п и ӈ э т _ ӄин _ н ы _  п ы ӈ _  к ы т ԓ е т _  ӄ и н _ а н ы _ к о т ч о _  й _ 
гэԓеԓинэт ԓыгэн нотагты наӄам	 г э _  ԓ е _  ԓ и н э _ т _ ԓ ы г э н _ н о т а _  г т ы _ н а ӄ а м _ 
ынпыначгыӄай ныянотыԓьатӄэн ӈээккэтэ	 ы н п ы н а ч г ы _  ӄ а й _ н ы _  я н о т ы _ ԓьат _ ӄэн _ ӈ э _ эккэ _  т э _ 
наӄам	 н а ӄ а м _ 
гэмо миӈкыри тыԓеркыт ԓюур	 г э _  м о _ м и ӈ _ кы _ ри _ т ы ԓ е _  р к ы _ т _ ԓ ю у р _ 
вай янотыԓьын	 в а й _ я н о т ы _ ԓьы _ н _ 
ръэгъи нэмыӄэй ытԓён	 р ъ э _  г ъ _ и _ н э м ы ӄ э й _ ы т ԓ ё н _ 
гэмо ԓыгнин ынан	 г э _  м о _ ԓ ы г _ ни _ н _ ы н а н _ 
ӈэвысӄэтэ эвын ԓыԓепгъи	 ӈ э в ы с ӄ э т _  э _ э в ы н _ ԓ ы ԓ е п _ гъ _ и _ 
 ӄытԓыги энмэпы	 _ ӄ ы т ԓ ы г и _ э н м э п ы _ 
гэкэмчичьэтԓинэт ынпыначгыӄай	 г э к э _  м ч и _  ч ь э т _  ԓ и н э _ т _ ы н п ы н а ч г ы _  ӄ а й _ 
йъонэн ӈээккэтэ 	 й ъ о _ нэ _ н _ ӈ э _ эккэ _  т э _ _ 
эвын гэтъымымчеткуԓьэтԓин ынпыначгыӄай иквъи эвыр	 э в ы н _ г э _  т ъ ы _  м ы м ч _  е _  т к у _  ԓ ь э т _ ԓин _ ы н п ы н а ч г ы _  ӄ а й _ и к _ въ _ и _ э в ы р _ 
ӈэнку рэпкиргъэ	 ӈ э н _ ку _ р э _  п к и р _ гъ _ э _ 
ӄымӈыԓтэԓгэ каракэгты ымыԓьо вагыргын ӄытвыԓьатгын нкъам ынан	 ӄ ы м ӈ ы ԓ _  т э _  ԓ г э _ к а р а _  к э _ гты _ ы м ы ԓ ь о _ в а г ы р г ы _ н _ ӄ ы т в ы _  ԓ ь а т _  г ы _ н _ н к ъ а м _ ы н а н _ 
авык ыргынан ӄонпы нэрэтчыгыт таԓвапаԓӄаттагнэты ээ энмэч	 а в ы к _ ы р г ы _ нан _ ӄ о н п ы _ н э _  р э _  т ч ы _ гыт _ т а ԓ в а _  п а ԓ ӄ _ ат _  т а г н _ эты _ э э _ э н м э ч _ 
гым ԓымӈэ рымагтэты	 г ы м _ ԓ ы м _ ӈэ _ р ы _ магт _ эты _ 
аӄаягтаԓы тытваркын ԓыгэн ынӈин ивыпԓыткук въигъи ынпыначгыӄай	 а _  ӄ а я _ гтаԓы _ т ы _  т в а _  р к ы н _ ԓ ы г э н _ ы н ӈ и н _ и в ы _ пԓытку _ к _ в ъ и г _ ъ _ и _ ы н п ы н а ч г ы _  ӄ а й _ 
миӈкыри ӄун ԓымӈэ ӄэйвэ аӄаягтаԓы эвын	 м и ӈ _ кы _ ри _ ӄун _ ԓ ы м _ ӈэ _ ӄ э й в э _ а _  ӄ а я _ гтаԓы _ э в ы н _ 
миӈкы гэԓгитъымымчеткуԓин ээ	 м и ӈ _ кы _ г э _  ԓ г и _  т ъ ы _  м ы м ч _  е _  т к у _ ԓин _ э э _ 
ынӄэным амынан нъэԓгъи	 ы н ӄ э н ы м _ а м _  ы н а н _ н _  ъ э ԓ _ гъ _ и _ 
ӈэвысӄэт наӄам	 ӈ э в ы с ӄ э т _ н а ӄ а м _ 
ытԓыгын въигъи ытԓёным рыгъеватыԓӄаӈынвыгъет атав эквэтгъи аны	 ы т ԓ ы г ы _ н _ в ъ и г _ ъ _ и _ ы т ԓ ё н ы м _ р ы _  г ъ е в _  а т ы ԓ ӄ а _  ӈ ы н в ы _  г ъ е _ т _ а т а в _ э к в э т _ гъ _ и _ а н ы _ 
котчой гэԓеԓин ӄооӈ ԓыгэн гэмо	 к о т ч о _  й _ г э _  ԓ е _ ԓин _ ӄ о о ӈ _ ԓ ы г э н _ г э _  м о _ 
миӈкыри ӄынвэр вай ԓюур оравэтԓьан ӈытоԓьын ԓьунин ӈэвысӄэтэ ԓыгэным ынӄэн	 м и ӈ _ кы _ ри _ ӄ ы н в э р _ в а й _ ԓ ю у р _ о р а в э т ԓ ь а _ н _ ӈ ы т о _  ԓ ь ы _ н _ ԓ ь у _ ни _ н _ ӈ э в ы с ӄ э т _  э _ ԓ ы г э _ ным _ ы н ӄ э н _ 
ԓьоо оравэтԓьан ынӄэн ԓьунэӈу	 ԓ ь о _ о _ о р а в э т ԓ ь а _ н _ ы н ӄ э н _ ԓ ь у _  н э _  ӈ у _ 
гэрэсӄивысӄычетԓин ченэтрачыкогты ынӄо нычимгъуӄин ӈэвысӄэт ынръа ӈан мэӈӄокэн оравэтԓьаӄай	 г э _  р э _  с ӄ и в ы _  с ӄ ы _ чет _ ԓин _ ч е н э _ т _  р а _  ч ы к о _ гты _ ы н ӄ о _ н ы _  ч и м г ъ у _ ӄин _ ӈ э в ы с ӄ э т _ ы н р ъ а _ ӈ а н _ м э ӈ _  ӄ о _  к э н _ о р а в э т ԓ ь а _  ӄ а й _ 
наӄам ԓыгэӄыԓпэ	 н а ӄ а м _ ԓ ы г _  э ӄ ы ԓ п э _ 
рэсӄиквъи ынкэгйит	 р э с _ ӄ _ ик _ въ _ и _ ы н к э г _ йит _ 
ԓыгэн пыкитчыӄиквъи ивыптэгнык ынӄо пыкиргъи	 ԓ ы г э н _ п ы к и т ч ы ӄ и к _ въ _ и _ и в ы п _  т э г н ы _ к _ ы н ӄ о _ п ы к и р _ гъ _ и _ 
ынкы ӄытԓыги ынӄэн кэрэкрэмкын аны	 ы н _ кы _ ӄ ы т ԓ ы г и _ ы н ӄ э н _ к э р _  э к р э _  м к ы _ н _ а н ы _ 
намӈыԓёйвын ынӄэн ӈэвысӄэт	 н а _  м ӈ ы ԓ ё _  й в ы _  н _ ы н ӄ э н _ ӈ э в ы с ӄ э т _ 
гамӈыԓтэтԓен ӈэвысӄэт	 г а _  м ӈ ы ԓ т э т _ ԓен _ ӈ э в ы с ӄ э т _ 
таӈымыԓьо тывъёонэн	 т а ӈ _  ы м ы ԓ ь о _ т ы _  в ъ ё о _  н э _  н _ 
ынин нымытвагыргытымы ынӄэн	 ы н _  и н _ н ы _  м ы т в а _  г ы р г ы т ы _  м ы _ ы н ӄ э н _ 
ӈан чит ярамкиӈык рээн нымытвагыргын	 ӈ а н _ ч и т _ я р а _  м к и ӈ ы _  к _ р э э н _ н ы _  м ы т в а _  г ы р г ы _ н _ 
ынкъам ымы	 ы н к ъ а м _ ы м ы _ 
йъэԓгытомгыт тывнэнат ытръэч ӄоон	 й ъ э _ ԓгытомгы _  т _ т ы в н э _ на _ т _ ы т р ъ э ч _ ӄ о о н _ 
